czone,native_wage_change,native_unemploy_rate_change,native_parti_rate_change,employ_share_m_change,card_iv,col_share,manu_share,female_share,x_c.hat,immigration_inflow_ratio
14600,0.17584875,0.011815908,-0.008815843,-0.078265835,0.010368302,0.343488768,0.230608154,0.417182578,0.080921811,0.032742633
14700,0.237718258,-0.055104393,-0.001099733,-0.05127012,0.007860708,0.273679106,0.289630214,0.403684639,0.031909097,0.014824555
14801,0.073272103,-0.17104908,-0.018338563,-0.093692517,0.005149074,0.278808038,0.211386325,0.397624344,0.018482464,0.002477859
14802,0.099741772,-0.112330868,-0.001551443,-0.105257741,0.006550344,0.235158097,0.23945832,0.389069001,-4.29E-05,0.001723142
14900,0.007312367,-0.015542017,-0.035376378,-0.201223844,0.014931136,0.284646683,0.385931691,0.385905817,0.03688565,0.016010478
15000,0.038785628,-0.020231117,-4.49E-05,-0.069814324,0.006430213,0.249486359,0.36068975,0.390377516,-2.92E-04,0.0079025
15100,0.102324647,-0.152671809,-0.017070255,-0.122915858,0.00474715,0.273589042,0.39387605,0.383785735,-0.009916508,0.008525326
15200,0.084032941,0.100641937,-0.001573789,-0.089900114,0.006842665,0.354336137,0.321263615,0.41212257,0.0595436,0.01618122
15300,0.04935285,0.044416502,-0.032602951,-0.198922705,0.007845256,0.269009519,0.29293789,0.36312222,-0.019954505,0.004381265
15400,0.066332063,0.004930758,-0.009156554,-0.129015143,0.009053769,0.22915974,0.299832904,0.381532406,-0.003769926,-2.20E-04
15500,-0.078625204,0.080528377,-0.034397935,-0.312883089,0.004615032,0.238496802,0.330202567,0.351219209,-0.057871893,-0.003708689
15600,-0.013942965,0.177807573,-0.018621057,-0.20169691,0.006311198,0.256454702,0.293365585,0.363894721,-0.028672199,-0.00258079
15700,0.0485378,0.108307937,0.002224581,-0.183866723,0.006895868,0.226626706,0.275707194,0.364614333,-0.03302732,0.004804887
15800,0.061130582,-0.005560796,-0.00343539,-0.151193966,0.00983442,0.248912771,0.2251044,0.359347557,-0.019299658,0.018082268
15900,0.222694646,0.241377049,0.006101484,-0.089233362,0.008762988,0.376077536,0.217074508,0.426672014,0.096035916,0.081000064
16000,0.104988684,-0.046591536,-0.018972079,-0.107235777,0.005983807,0.23888962,0.378283939,0.393860511,-0.001514273,-3.67E-04
16100,0.090114099,-0.046651224,0.012168019,-0.090183309,0.007852186,0.31024387,0.226975213,0.395729545,0.035066124,0.033561727
16200,-0.007733985,-0.350513031,-0.012637115,-0.069984502,0.00782235,0.216806189,0.237550039,0.378039529,-0.013713974,0.00570254
16300,0.047096222,-0.025183073,-0.005974016,-0.081089432,0.006290188,0.328598298,0.265669503,0.385024631,0.018960377,0.010306661
16400,-0.004859639,-0.295343546,-0.011512976,-0.071378545,0.004146028,0.270918833,0.377735978,0.376595987,-0.021271656,-0.007791909
16500,0.057016713,0.016595948,-0.00907639,-0.088854212,0.005214064,0.280848892,0.353704784,0.394982497,0.009679235,0.008948835
16600,0.193950865,0.220785702,-0.012378466,-0.183321049,0.008581896,0.349795983,0.264620258,0.424724282,0.083392177,0.043817634
16701,0.051340859,-0.341554351,-0.011136274,-0.324588408,0.002657396,0.234008104,0.152525088,0.353418223,-0.056292131,0.00145712
16702,0.061112314,0.019739035,-0.00836729,-0.278604386,0.007513809,0.327572184,0.159414396,0.379829199,0.021861907,0.009300885
16703,0.060779906,-0.278929038,-0.025292688,-0.30970426,0.001046151,0.238095238,0.156390977,0.35839599,-0.055580424,0.001729865
16801,-0.062477678,-0.362661927,-0.028634793,-0.2986767,0.007330167,0.225940754,0.097947268,0.323338139,-0.074772456,8.24E-04
16802,0.001120213,-0.509137563,-0.00917209,-0.306909706,0.005274291,0.220619881,0.139861596,0.337112558,-0.06926134,7.69E-04
16901,0.032194769,0.010297106,-0.017211894,-0.382767813,0.010565851,0.309238172,0.164094196,0.359724667,0.003754131,0.005076823
16902,0.030244134,0.052352137,-0.049699939,-0.285260136,0.009358395,0.278857479,0.293286219,0.369257951,-0.003541073,0.005421333
17000,-0.090136506,0.094509579,-0.01776177,-0.355985181,0.005806507,0.217702561,0.072928473,0.307841386,-0.101292219,0.008338825
17100,-0.003322037,-0.072940908,-0.013899905,-0.163540254,0.00832608,0.27716193,0.235375439,0.358600272,-0.018784628,0.003276478
17200,0.304024747,-0.121219599,0.006375503,-0.236270734,0.010157952,0.259917498,0.293854179,0.41627504,0.052666547,0.097835627
17300,0.191768972,-0.055181633,-0.057764562,-0.288160356,0.009089263,0.281817455,0.295624464,0.417916714,0.056501287,0.011055167
17400,0.227784389,-0.009815028,0.008715732,-0.092895359,0.008325697,0.224977367,0.292911418,0.38750709,-1.30E-04,0.052009929
17501,0.187321803,-0.034397556,-0.01329334,-0.176026633,0.011815869,0.262407453,0.225955275,0.389193204,0.029414271,0.01334835
17502,0.385757913,-0.225521732,0.003201733,-0.200559037,0.010884176,0.222959221,0.291850414,0.412784449,0.040950793,0.143999987
17600,0.334955255,0.199961436,0.012201892,-0.247086248,0.007417396,0.370652408,0.16877471,0.44577394,0.114999026,0.101836152
17700,0.187447929,-0.124343826,-0.008348017,-0.152118942,0.00568876,0.37430877,0.25982292,0.421457802,0.074868788,0.017305198
17800,0.213862445,-0.127247934,0.002753228,-0.123472593,0.008215966,0.335179601,0.220331893,0.403217174,0.053110998,0.00392408
17900,0.161685103,0.009856383,-0.00522802,-0.148097926,0.007089865,0.369831173,0.331517349,0.424390129,0.079649661,0.010750201
18000,0.125549468,-0.107990195,-0.003479695,-0.067203156,0.005450525,0.388094672,0.320091996,0.418110871,0.070940763,0.009841595
18100,0.135392815,-0.107673134,-0.006112902,-0.061559186,0.00742695,0.349396778,0.311649455,0.41232222,0.061169841,0.032678485
18201,0.162199726,-0.177642309,-0.001770364,-0.101000664,0.005376764,0.279291926,0.365377714,0.390900004,0.004304221,0.004735134
18202,0.09783873,-0.120861117,-0.028326053,-0.18914664,0.007055871,0.221422142,0.46309631,0.378037804,-0.025559046,0.003290892
18300,0.129459245,-0.277124137,0.014440288,-0.204649139,0.003969543,0.31333821,0.217264082,0.392099488,0.016342026,0.010066969
18400,0.206947928,-0.636668873,-0.013316621,-0.120098535,0.003239579,0.345454545,0.165619835,0.404958678,0.040707428,0.005549927
18500,0.237257511,-0.140330204,-0.010608023,-0.203854611,0.006914911,0.285358088,0.387872389,0.41685022,0.043358907,0.01387192
18600,0.253636821,-0.098466977,-0.003648,-0.120043814,0.005121642,0.406115963,0.184028839,0.424446666,0.088626803,0.036325222
18700,0.157650611,-0.193416464,-0.017520649,-0.128047604,0.006439286,0.212955498,0.360694092,0.404591887,0.007130168,0.014286744
18800,0.223672489,-0.259920401,6.98E-05,-0.133596977,0.005128981,0.272815626,0.320635959,0.414030604,0.032201978,0.048100022
18900,0.11924041,-0.056435708,0.01171027,-0.043359958,0.00382568,0.240945041,0.374114635,0.404641529,0.004002295,0.005000046
19000,0.180009982,0.087801495,-0.007281793,-0.226068274,0.007379556,0.299813782,0.407115607,0.409411982,0.039183502,0.099758085
19100,0.188117302,-0.075551708,0.011574795,-0.093720553,0.005547589,0.225506635,0.384420064,0.412590428,0.015956684,0.062920604
19200,0.184878558,0.095112514,0.001066926,-0.090103342,0.007292786,0.277287299,0.299415805,0.418126158,0.048138418,0.047979781
19300,0.279496294,-0.036669475,-0.005369282,-0.31990281,0.007573142,0.393759669,0.241565872,0.405300233,0.068624631,0.110037647
19400,0.347941258,0.14427341,-5.32E-05,-0.397157448,0.015276821,0.432798389,0.177121019,0.439423678,0.155611278,0.261912449
19500,0.339201806,-0.096775489,-0.001420524,-0.234870913,0.008097886,0.403075266,0.172609788,0.404331698,0.07521582,0.151627412
19600,0.349263553,0.120836419,-0.011007814,-0.402197128,0.013857686,0.401029295,0.275323866,0.427738751,0.122129834,0.253641748
19700,0.284665242,0.06130713,-0.003979964,-0.175622891,0.007576535,0.360567988,0.243206825,0.42209687,0.080092973,0.093864727
19800,0.226048805,0.100860072,-0.005025703,-0.230606519,0.007733369,0.398962633,0.248629607,0.42383412,0.093413272,0.113044642
19901,0.302742219,8.03E-04,-0.00228468,-0.412674412,0.007559235,0.273009272,0.219734143,0.43135587,0.067981505,0.092328229
19902,0.334416311,-0.225846438,-0.011629986,-0.359403153,0.00508258,0.26245991,0.233120676,0.428372875,0.050818822,0.048286008
19903,0.197614488,-0.120785888,0.021700578,-0.441193384,0.004297339,0.236227045,0.214106845,0.415692821,0.025426554,0.054014741
20001,0.214376841,-0.340196732,0.014055793,-0.290434188,0.002678571,0.329881759,0.254582086,0.397857594,0.021305487,0.014460038
20002,0.215746169,-0.543550322,0.03565751,-0.376532288,0.001163703,0.317422434,0.229116945,0.385680191,-0.002224556,0.022535349
20003,0.210071795,-0.172984913,-0.010278644,-0.522684907,0.002581308,0.303588749,0.253637245,0.384093113,-0.003506431,-0.036348781
20100,0.271857991,-0.029680909,0.010258792,-0.212779057,0.00248815,0.325124682,0.301214898,0.420262776,0.044933334,0.016840216
20200,0.25423774,-0.095564903,0.004698769,-0.075504802,0.003785761,0.405234784,0.250777047,0.421967915,0.076981107,0.01868773
20301,0.18500106,-0.075254456,-0.025575299,-0.274854921,0.002616205,0.329939628,0.294935463,0.402164925,0.024615837,-0.006095274
20302,0.229515939,0.153426256,-0.006591613,-0.153494668,0.003129807,0.379344934,0.272564299,0.424001993,0.06864155,0.014774406
20401,0.29631667,0.072419473,-0.002945774,-0.261236913,0.006498462,0.376399466,0.307041208,0.442988651,0.103305954,0.107510345
20402,0.351786219,-0.227625064,0.014886705,-0.514773084,0.002633553,0.494981179,0.07685069,0.43412798,0.12043281,0.163331304
20403,0.349284734,-0.229906981,0.010446517,-0.587263189,0.002633449,0.494981179,0.07685069,0.43412798,0.120432395,0.141853343
20500,0.368978094,0.343276125,-0.002520689,-0.21169863,0.00685694,0.434817117,0.259605271,0.442130906,0.122194266,0.162888955
20600,0.367693723,-0.031378036,0.013406049,-0.138534281,0.003755063,0.380699671,0.316126437,0.427030016,0.073333731,0.065391236
20700,0.227432798,0.032727067,-0.012743704,-0.267969598,0.003813253,0.37840948,0.305708962,0.427794119,0.07433705,0.00346511
20800,0.268537287,0.355970883,-0.001202847,-0.228357039,0.004481865,0.387524171,0.298789658,0.437155339,0.091496403,0.072049505
20901,0.323603013,0.409066327,-0.00398947,-0.200406263,0.007431176,0.412776344,0.318552912,0.427603524,0.097638405,0.115965269
20902,0.202904669,0.011813034,-0.009286556,-0.186347485,0.003788449,0.365351269,0.320714295,0.430191639,0.072877122,0.011872418
21001,0.332708311,-0.415533996,0.022902456,0.018969374,0.006076941,0.270072993,0.21326563,0.382735639,0.00117661,0.001137695
21002,0.127107133,-0.210497321,0.049373502,0.123572199,0.006526056,0.326582278,0.174683544,0.403544304,0.04638673,0.003322689
21003,0.167489809,-0.296941503,0.03105888,0.014680989,0.006548748,0.315305187,0.182383053,0.39939169,0.037813524,5.29E-04
21004,0.340388034,-0.484596607,0.03541434,0.024443095,0.003291074,0.29037037,0.248395062,0.403950617,0.020499659,0.008721861
21101,0.359218386,-0.279355657,0.027841884,0.037470176,0.005380709,0.290571128,0.226895042,0.395278312,0.0191065,0.010788602
21102,0.387935012,-0.189485919,0.027366745,0.045303998,0.005061244,0.300070071,0.233210983,0.401090652,0.027427989,0.017180015
21201,0.287360649,0.005479204,-0.020202178,-0.033583324,0.00512798,0.320334704,0.221281663,0.394312001,0.025503836,0.03631318
21202,0.365004511,-0.08935746,-0.008791397,0.022326912,0.006907432,0.295400348,0.180912515,0.388275621,0.019928295,0.019830493
21301,0.321468394,0.080045023,0.021748298,0.013658129,0.008314263,0.360418544,0.237463448,0.41047489,0.068832365,0.03029573
21302,0.28050987,0.072634104,0.007560429,-0.011143322,0.011254625,0.315357344,0.26231385,0.415379278,0.072912627,0.043212061
21400,0.308364379,-0.013274693,0.010620321,0.041410713,0.006398121,0.329007079,0.191947532,0.408691222,0.052172889,0.031513271
21501,0.244218575,0.420567679,0.005389845,-0.088966421,0.009301842,0.449217052,0.235870156,0.440790471,0.135407406,0.12488108
21502,0.176108855,-0.472963524,0.048378795,-0.043956787,0.003723043,0.290460226,0.201158183,0.375190491,-0.011333221,0.007362881
21600,0.261723965,-0.424382394,0.017201479,-0.051985064,0.003745609,0.280205246,0.174596237,0.382257197,-0.004164975,0.01053084
21701,0.209279629,0.01395661,-0.010427839,-0.027783042,0.008824604,0.392324507,0.218487553,0.435930126,0.112270987,0.088693001
21702,0.212616595,-0.272276533,-0.033828437,-0.159805776,0.007966512,0.333283736,0.229708104,0.410686566,0.060433145,0.029471959
21801,0.283960717,-0.396469816,-0.028225505,0.002352618,0.008636382,0.333979328,0.208010336,0.388565891,0.036820969,0.004478786
21802,0.279271968,-0.398715012,-0.011934562,-0.025469343,0.007035149,0.287457985,0.208188551,0.373889934,-8.64E-04,0.006570726
21900,0.232229762,0.231550996,-0.007705231,-0.091873422,0.006521196,0.301225927,0.24703869,0.403725466,0.036241281,0.017688049
22001,0.082509227,-0.145091592,-0.009752259,-0.091247658,0.005663377,0.314648086,0.284208253,0.390162125,0.018086253,0.029610004
22002,0.288487223,-0.014271471,-0.011429968,-0.052631155,0.007152462,0.322626356,0.235510662,0.397405604,0.037444262,0.013356472
22100,0.230577111,0.216908998,0.009949189,-0.093392967,0.014723731,0.385571513,0.226146799,0.429085131,0.125119804,0.062353723
22200,0.145884387,0.444876014,-0.003961124,-0.124154707,0.010756827,0.398983922,0.293381999,0.434246164,0.116429473,0.020907338
22300,0.28224236,0.105583458,-0.001643939,-0.087679074,0.006550781,0.271141664,0.205279101,0.405507489,0.031990349,0.023014557
22400,0.225873679,0.107585414,-0.023525301,-0.049634418,0.012407871,0.253839002,0.416838146,0.416244266,0.054422581,0.034524673
22500,0.195285678,-0.094608874,-0.002209831,-0.030803706,0.007276815,0.28547183,0.339939832,0.416110592,0.046060692,0.015909869
22601,0.173220804,-0.090992764,-0.001023357,-0.090973469,0.007972952,0.290513269,0.304402363,0.409302202,0.043396301,0.054746514
22602,0.325180543,-0.363020035,0.017108895,0.018849204,0.007705985,0.25127841,0.26567283,0.397312856,0.018163461,0.009347633
22700,0.203755057,-0.171585752,0.014862498,-0.014033638,0.006196236,0.299394306,0.261839821,0.411219487,0.043067868,0.017343438
22800,0.266514638,-0.230687143,0.025059433,-0.029996334,0.007265717,0.3202652,0.20366282,0.417399834,0.063472064,0.013830515
22900,0.269500956,-0.049440611,0.007951224,-0.024962563,0.006847955,0.331302928,0.221542631,0.42189613,0.069682704,0.01502496
23000,0.37134076,0.053401254,-8.41E-05,-0.033014816,0.007893247,0.298081535,0.223545629,0.405929012,0.044627679,0.005998485
23100,0.28192016,-0.071317727,0.014899093,-0.056160173,0.009195059,0.455285414,0.161489558,0.445259652,0.145553523,0.076664907
23200,0.134477374,-0.230783642,-0.00617418,-0.093298343,0.011857647,0.269865359,0.275484322,0.399055677,0.041703301,0.010195584
23301,0.144839769,0.105116284,0.006894363,-0.039152272,0.015742159,0.290841584,0.270420792,0.401608911,0.066516245,0.016335232
23302,0.089939599,-0.229936547,-0.023633939,-0.02152669,0.01134334,0.270670391,0.224860335,0.392458101,0.033946189,0.008382098
23400,0.220938006,0.078869573,0.005429469,-0.162891929,0.011834488,0.40966737,0.193241047,0.421681349,0.112615566,0.039191132
23500,0.162045278,-0.177877638,7.75E-04,-0.108553372,0.008459966,0.396652528,0.207839988,0.419461607,0.092064516,0.045476446
23600,0.140822407,0.371768489,0.004794748,-0.124034487,0.019915078,0.301640976,0.303747826,0.404129144,0.087869144,0.025997008
23700,0.050151298,0.052567205,-0.007169902,-0.16521828,0.01363423,0.299103,0.275159882,0.395264618,0.052323243,0.005640736
23801,0.017495445,0.063486095,-0.015356903,-0.156652021,0.018149183,0.344498612,0.297669175,0.409128282,0.099318298,0.024612305
23802,0.073863057,-0.341003068,-0.028015519,-0.203689298,0.011170503,0.275574583,0.279405137,0.404236142,0.046813727,0.009288684
23900,0.04944145,-0.017784305,-0.003785895,-0.102404845,0.014458496,0.313983914,0.319465527,0.396750138,0.059660849,0.013346403
24000,0.140981919,-0.317233567,-0.011841806,-0.112674962,0.011894306,0.298462459,0.405978558,0.407018348,0.053932281,0.048891959
24100,0.145176786,0.137489682,-0.009953785,-0.129832376,0.011503508,0.372254202,0.329475861,0.430547543,0.105707245,0.046685062
24200,0.180957045,0.185525375,-0.009869114,-0.262311152,0.015677115,0.274454797,0.293859963,0.416455975,0.079035672,0.048261363
24300,0.220730768,0.292140124,-0.006468198,-0.367711291,0.019240343,0.414161508,0.27355783,0.426221046,0.145529691,0.188374356
24400,0.134696703,0.18848334,-0.008073685,-0.207593653,0.018042244,0.311524719,0.370393267,0.41648671,0.095517539,0.069446247
24500,0.153008935,-0.020811507,0.007679552,-0.165695652,0.008401662,0.218249007,0.245427726,0.399440218,0.015216032,0.015982025
24600,0.141852805,0.045049893,0.002093524,-0.105817721,0.006885949,0.255322772,0.263132334,0.40087016,0.020549291,0.016549173
24701,0.154558966,0.023308366,-0.003530422,-0.11850388,0.009953667,0.36962791,0.243935191,0.42911112,0.100812441,0.04108167
24702,0.203452107,-0.105522212,-0.009028293,-0.166764012,0.007399322,0.278263938,0.200347725,0.425501338,0.062417246,0.012539051
24801,0.175050561,0.102855553,-0.023300817,-0.151506931,0.008534373,0.256312627,0.2208965,0.394407928,0.021283104,0.014480438
24802,0.185820715,0.085728474,-0.007467067,-0.257157717,0.00949529,0.349632054,0.125299032,0.443927298,0.117054167,0.0096784
24900,0.151339286,-0.136493972,-0.00754489,-0.125519668,0.011456088,0.293322582,0.265855725,0.397576981,0.045278563,0.00760142
25000,0.187290293,-0.071370777,0.005929597,-0.09018432,0.009405971,0.244094454,0.257844127,0.396948058,0.022839349,0.004118281
25101,0.244791296,0.093809726,0.027354507,-0.195323835,0.008693298,0.23674843,0.297398921,0.417344879,0.041476122,0.055281244
25102,0.279405647,-0.330588651,0.011285149,-0.187267718,0.008064673,0.199662933,0.286440563,0.402423228,0.010521097,0.007233869
25103,0.232084523,0.207645075,0.016888374,-0.305752721,0.008054393,0.24483166,0.298877732,0.420555227,0.045109817,0.058728119
25104,0.063155372,-0.436213012,-0.051741226,-0.275767635,-0.004159377,0.220731707,0.261280488,0.40945122,-0.022584196,0.008759103
25105,0.059612184,-0.450541166,-0.060306127,-0.306568435,-0.004159567,0.220731707,0.261280488,0.40945122,-0.022584954,0.006910834
25200,0.017648728,-0.012918122,-0.016890031,-0.108402488,0.006588452,0.230243888,0.221120659,0.379398758,-0.012453082,0.010805906
25300,0.173725358,-0.035884433,-0.014514334,-0.204275107,0.005174458,0.249149692,0.342434202,0.413199038,0.023733723,0.016217148
25401,0.154601134,-0.027768063,0.002418165,-0.147825704,0.006530196,0.304922902,0.238761855,0.397628831,0.030118217,0.018060626
25402,0.139597556,0.053289077,-0.018546388,-0.288729054,0.004608627,0.314917127,0.261994766,0.400116313,0.02729196,0.022518684
25500,0.180282048,-0.320889554,0.00104761,-0.092149636,0.00620131,0.261450476,0.21078262,0.39007586,0.008474042,0.009893065
25601,0.035078839,-0.088336903,0.007282494,-0.075970856,0.009495484,0.355728292,0.140686384,0.393556116,0.055562161,0.015877669
25602,0.112551969,-0.302764598,-0.010025942,-0.039878575,0.010557263,0.275257732,0.12371134,0.390721649,0.034454687,0.008069913
25701,0.184566311,-0.057371849,0.004082661,-0.097114525,0.006512767,0.219920429,0.238990823,0.408603877,0.019795019,0.00905869
25702,0.196847635,-0.392658564,0.015163921,-0.126940068,0.005602237,0.192198982,0.23629169,0.425098926,0.0289652,0.001866129
25800,0.216659005,0.064048147,-0.006962439,-0.172598325,0.004317932,0.211748772,0.227783321,0.407284892,0.007590316,0.001448389
25900,0.344428552,0.262442592,0.016425349,-0.216966496,0.009810358,0.234983885,0.314386171,0.431292118,0.061997772,0.02791472
26001,0.245294806,-0.680533886,0.036217567,0.249266748,0.006553852,0.340033501,0.141038526,0.390954774,0.036151998,0.013307794
26002,0.107574444,-0.184251948,0.015542612,-0.02509179,0.00571723,0.367839825,0.129592274,0.381449134,0.029327818,0.002919651
26003,0.141462994,-0.302944599,0.023310574,-0.32314762,0.003722322,0.290460226,0.201158183,0.375190491,-0.011336105,0.010828122
26004,0.112567424,-0.371260088,-0.003783865,-0.444016412,0.003722605,0.290460226,0.201158183,0.375190491,-0.011334974,0.001588484
26101,0.154687367,-0.279511478,0.008530676,-0.150698532,0.007921521,0.225951453,0.254120467,0.398561582,0.013980318,0.008499926
26102,0.193532082,0.118893107,-0.004079203,-0.142755194,0.007643097,0.271351263,0.203842184,0.408993701,0.040806856,0.017455126
26103,0.178585506,0.186015294,0.002916646,-0.148276292,0.006980885,0.261922993,0.204925225,0.408144589,0.034410345,0.015507875
26104,0.249638831,-0.028048096,-0.013448787,-0.176754211,0.005940643,0.250615658,0.190272151,0.39818776,0.015374149,0.005200842
26105,0.192194525,0.205624382,0.015966518,-0.173374654,0.003723264,0.248635236,0.206451613,0.406947891,0.016103652,0.014896486
26106,0.27400753,0.052787728,-0.007574082,-0.059594406,0.006115662,0.271752086,0.196185936,0.405244338,0.030501867,0.024970542
26107,0.192593905,0.206989227,0.016911006,-0.169846462,0.003723708,0.248635236,0.206451613,0.406947891,0.016105427,0.015297111
26201,0.146729814,-0.206190047,0.030419669,0.22817217,0.008822135,0.411313869,0.049270073,0.388686131,0.066515362,0.011251906
26202,0.069765274,-0.47287135,-0.042314182,-0.065424349,6.58E-04,0.411313869,0.049270073,0.388686131,0.033880323,0.004193655
26203,0.216739236,-0.231217202,-0.011255869,-0.318983322,0.005645191,0.398507303,0.052592519,0.387606331,0.048731141,-0.001585947
26204,0.13292344,-0.174306295,-0.007168633,-0.160755382,0.008256945,0.411313869,0.049270073,0.388686131,0.064255957,0.003190703
26301,0.169651905,-0.306998587,0.002829396,0.47980902,0.006064766,0.388143966,0.05528111,0.386732534,0.046294308,-9.59E-04
26302,0.124728164,-0.407626358,-0.021548311,0.419261533,0.005429972,0.388143966,0.05528111,0.386732534,0.043756652,-0.006352821
26303,0.286884947,-0.134760833,0.034551361,0.209217117,0.005504717,0.388143966,0.05528111,0.386732534,0.044055454,4.45E-04
26304,0.296684751,-0.029459264,0.020581229,0.169807272,0.005783917,0.385804236,0.040068689,0.35060103,3.50E-04,0.005003039
26305,0.207897942,-0.111792992,0.006995133,0.060796551,0.006863728,0.391732651,0.048245923,0.373169354,0.033976409,-0.002325033
26401,0.107059523,-0.271661067,0.015711518,-0.65646156,0.009444432,0.369241822,0.063142975,0.378262247,0.043634164,-0.006610226
26402,0.172399287,-0.193027845,-0.013991757,-0.282337349,0.003580427,0.350147121,0.038251366,0.355611602,-0.012169138,1.50E-04
26403,0.232843207,-0.353771267,-0.01641813,0.196319832,0.006293107,0.385804236,0.040068689,0.35060103,0.002385999,0.003473365
26404,0.289408029,-0.048467879,-0.011394834,0.021741311,0.006886864,0.37372201,0.035437231,0.367239377,0.022224647,9.23E-04
26405,0.027579203,-0.180265713,-0.02800043,-0.512929297,0.003484785,0.38210075,0.043944266,0.394962487,0.045004724,-0.022405609
26406,0.067457861,-0.175502491,-0.017631017,-0.36849462,0.003491794,0.37566281,0.042797274,0.387034165,0.033436459,-0.015024063
26407,0.029739022,-0.175406636,-0.025673314,-0.484546237,0.003484892,0.38210075,0.043944266,0.394962487,0.045005152,-0.021994019
26408,0.032092215,-0.170073329,-0.023133307,-0.453446157,0.003485313,0.38210075,0.043944266,0.394962487,0.045006834,-0.021523848
26409,0.207161663,-0.285632393,-0.00345141,-0.199939523,0.00459719,0.355471269,0.03852272,0.354863447,-0.007550428,9.84E-04
26410,0.238954608,-0.344164162,-0.004065183,0.310464276,0.006293751,0.385804236,0.040068689,0.35060103,0.002388575,0.007399077
26411,0.263866927,-0.233684762,0.020325985,0.06822876,0.006723695,0.369443704,0.039234848,0.352900028,0.002404642,0.002461804
26412,0.262275834,-0.190600845,0.024742377,0.357365444,0.00830876,0.385804236,0.040068689,0.35060103,0.010443782,0.004815839
26501,0.404707037,-0.142669363,0.016526272,0.307358583,0.005650434,0.37124879,0.115198451,0.386737657,0.037224543,0.018901393
26502,0.404090798,-0.13940314,0.012683823,0.281555084,0.005650029,0.37124879,0.115198451,0.386737657,0.037222924,0.016758536
26503,0.242135954,0.013525488,0.011198021,-0.104286544,0.007456309,0.380751441,0.146819366,0.419610615,0.086498645,0.060534926
26504,0.404843952,-0.143400216,0.017382031,0.313041253,0.0056504,0.37124879,0.115198451,0.386737657,0.037224408,0.01941028
26601,0.386081007,-0.199566392,0.005263434,-0.064657805,0.006000736,0.340676281,0.122017527,0.389958159,0.033734037,0.0114081
26602,0.261568786,-0.948217616,-0.014379589,-0.123859222,0.003400434,0.355148741,0.108924485,0.399542334,0.039882265,0.011064934
26603,0.274910582,0.01816769,-0.006961908,0.093237473,0.004733527,0.378879687,0.037148568,0.393846281,0.048010578,0.006267377
26604,0.361845979,-0.801176995,-0.045972449,1.292495206,0.001526779,0.351203501,0.026805252,0.398249453,0.033348004,0.011403268
26605,0.262610385,-0.941675535,-0.011957465,-0.104011824,0.003400932,0.355148741,0.108924485,0.399542334,0.039884256,0.012007302
26701,0.314131272,-0.423547487,0.026918326,-0.10474982,0.005049296,0.345786616,0.130240939,0.393361522,0.035221973,0.00947979
26702,0.265326324,-0.374412766,0.015976636,0.081515457,0.006141714,0.380354435,0.069166033,0.387416153,0.04464322,0.010480316
26703,0.210261764,-0.825442114,0.002938909,0.150849198,0.006554489,0.340033501,0.141038526,0.390954774,0.036154545,0.004164416
26704,0.240100895,-0.496329797,0.004405652,0.020391386,0.006020042,0.38522503,0.087018477,0.390107643,0.048067295,0.019015521
26801,0.26671736,-0.581723145,0.027987015,0.061534306,0.004542217,0.433241492,0.108675388,0.401174116,0.06840782,0.036928645
26802,0.026159095,-0.527362249,-0.002699293,0.003721716,0.004400016,0.4463264,0.088767031,0.397752954,0.068156165,-0.005620624
26803,0.127519831,-0.404888718,-0.017047661,0.449730663,0.005431201,0.388143966,0.05528111,0.386732534,0.043761564,-0.005258887
26804,0.122097125,-0.410145842,-0.02577032,0.389990364,0.005429821,0.388143966,0.05528111,0.386732534,0.043756047,-0.007299562
26901,0.141730319,-0.420712119,0.023842004,0.12381574,0.003107282,0.356925419,0.109335363,0.398021309,0.037303029,0.018012974
26902,0.317157944,-0.748616052,0.006961965,0.12797921,0.003660581,0.27027027,0.148863149,0.389103389,0.002352285,0.019163766
27001,0.267239251,0.48463951,-0.014778258,-0.118473766,0.022989346,0.338101035,0.086122946,0.373097991,0.081602512,0.017023567
27002,0.286195624,0.604232936,-0.052171861,-0.042574938,0.022051241,0.338101035,0.086122946,0.373097991,0.07785234,0.053409024
27003,0.243078101,0.382515924,-0.035668001,-0.488045151,0.02298856,0.338101035,0.086122946,0.373097991,0.08159937,0.012997886
27004,0.366451853,-0.1333074,-0.039475337,0.777522179,0.007798138,0.351203501,0.026805252,0.398249453,0.058418412,0.004070462
27005,0.41083823,0.343513799,0.020970283,-0.039768135,0.007157749,0.339795481,0.128189274,0.3782947,0.023360523,0.035923195
27006,0.310450885,0.226392002,-0.002988292,-0.167419303,0.005425238,0.355394032,0.100229533,0.387528692,0.03352344,0.005390613
27007,0.269091739,-0.913385752,-0.030156691,-0.222727901,0.002603721,0.355179956,0.107818007,0.398013535,0.034858076,0.011439074
27008,0.307514039,0.20752724,-0.008686202,-0.197365892,0.005425137,0.355394032,0.100229533,0.387528692,0.033523034,0.004249566
27009,0.322414184,-0.028974572,-0.036827266,-0.03335415,0.006641011,0.353304565,0.063618987,0.392874238,0.046066824,0.006418373
27010,0.311780316,-0.53637848,-0.018031474,0.003478616,0.009384621,0.354086837,0.086821201,0.399194341,0.064061952,0.007609615
