czone,native_wage_change,native_unemploy_rate_change,native_parti_rate_change,employ_share_m_change,card_iv,col_share,manu_share,female_share,x_c.hat,immigration_inflow_ratio
34306,0.171166637,-0.196337324,-0.01567442,-0.299521553,0.003580388,0.350147121,0.038251366,0.355611602,-0.012169295,-9.51E-05
34307,0.180517923,-0.171068872,-0.002854096,-0.168198952,0.003580587,0.350147121,0.038251366,0.355611602,-0.012168499,0.001931027
34308,0.162426497,-0.609946407,0.001388241,-0.089378013,0.009784764,0.411918316,0.079307808,0.411622747,0.097658768,0.006748505
34309,0.165762172,-0.370587255,-7.17E-04,-0.146216719,0.003463607,0.393959405,0.053259918,0.378819521,0.027797844,0.011399273
34401,0.119180308,-0.513010195,-0.010694612,-0.038964856,0.003395554,0.440500511,0.069203269,0.403472932,0.070478185,0.030019693
34402,0.141396369,-0.456671181,0.006380896,-0.009054046,0.003401077,0.436121733,0.067703253,0.401153438,0.066459128,0.042460801
34403,0.113338622,-0.38936369,-0.029681064,-0.280477954,0.003047986,0.440500511,0.069203269,0.403472932,0.069088747,0.006722418
34404,0.097887759,-0.435136725,-0.042574811,-0.45430158,0.003048434,0.440500511,0.069203269,0.403472932,0.069090537,-6.94E-04
34501,0.116931041,-0.688137145,0.029076764,-0.118615497,0.005469796,0.398177021,0.183497242,0.371551931,0.022164409,0.02132692
34502,0.036621763,-0.622393572,0.050966074,-0.374462341,0.002288673,0.421428571,0.159359606,0.392610837,0.043190437,-0.002812125
34503,0.045783669,-0.600342482,0.062783503,-0.292856125,0.002289679,0.421428571,0.159359606,0.392610837,0.043194456,0.002777527
34504,0.122733702,-0.84995088,0.031226674,-0.372608406,0.00501712,0.421428571,0.159359606,0.392610837,0.054097686,0.012919367
34601,0.20405605,-0.186934982,-0.006206683,-0.419323814,0.011712663,0.377858741,0.060981757,0.365147127,0.038939898,0.004858838
34602,0.061257238,0.113897614,-0.00425961,-0.306782506,0.012438709,0.433399245,0.05734316,0.374618012,0.069352609,-0.007389163
34603,0.090114953,0.148737656,0.018287905,-0.118735777,0.012799518,0.433399245,0.05734316,0.374618012,0.070794979,-0.003828741
34604,0.11853363,-0.236751892,-0.017329462,-0.541278933,0.012728928,0.433399245,0.05734316,0.374618012,0.070512788,-0.010584163
34701,0.186783476,0.172359856,-0.029565893,-0.345656378,0.012519917,0.464277483,0.067584697,0.427863563,0.143973379,0.114327516
34702,0.19711639,-0.167367925,-0.006155491,-0.56144867,0.015679184,0.408036739,0.087026406,0.423421355,0.13443134,0.241313843
34703,0.203351125,-0.160938922,0.003268862,-0.439988265,0.015656656,0.408036739,0.087026406,0.423421355,0.134341282,0.314158706
34801,0.321574043,0.315505524,0.031640657,-0.269677445,0.032035248,0.321257093,0.058926233,0.38280227,0.12629452,0.054965627
34802,0.284836764,0.075084654,0.022975013,-0.154445628,0.018946832,0.465565706,0.048137737,0.419536191,0.160560656,0.230323857
34803,0.174023691,-0.008045966,-0.021094465,-0.610387603,0.032018621,0.321257093,0.058926233,0.38280227,0.126228052,0.054214397
34804,0.16998072,-0.01532869,-0.024275415,-0.640896603,0.032018399,0.321257093,0.058926233,0.38280227,0.126227164,0.050425197
34805,0.240991768,0.01625003,0.045305531,-0.269924749,0.026059133,0.423173804,0.062468514,0.377329975,0.124067784,0.068522687
34901,0.232131201,-0.025722396,0.026724752,-0.115683644,0.023766481,0.437654557,0.094841507,0.404113845,0.150764299,0.149475381
34902,0.051612779,-0.22711941,-0.009494932,-0.469248631,0.043889434,0.376136447,0.075885019,0.384435732,0.190360216,0.0594726
35001,0.300016434,-0.023662764,0.025129112,-0.244506374,0.022720067,0.425980392,0.178575548,0.412399077,0.149846341,0.489738009
35002,0.148632388,0.065129348,-0.001892436,-0.676185669,0.045999148,0.363599014,0.105998357,0.374281019,0.181325699,0.110943549
35100,0.211934078,-0.009878394,0.021307123,-0.143554813,0.033666436,0.454325795,0.102675857,0.406499824,0.197632249,0.226414591
35201,0.240895478,-0.321699043,0.042921216,0.034482864,0.01635317,0.472023305,0.058363119,0.38200122,0.104962829,0.063151978
35202,0.363909771,-0.104897623,0.024456146,-0.234622508,0.009439782,0.539014374,0.046885695,0.379876797,0.0940098,0.173822091
35300,0.195352181,-0.336870081,0.041538482,-0.046775096,0.023993643,0.357297699,0.055591262,0.368648448,0.086848177,0.07141651
35401,0.320868615,-0.375636481,0.069219008,0.222781504,0.013065295,0.455026735,0.076180496,0.402224369,0.111350975,0.210262265
35402,0.290679915,-0.333970476,0.060746352,-0.015062207,0.020598534,0.402660985,0.062208538,0.359282331,0.074091647,0.062587777
35500,0.105332768,-0.167598162,0.049665207,0.029608638,0.014415624,0.332500538,0.062092744,0.373293366,0.047071693,0.037347494
35600,0.125517022,0.106120556,-3.20E-04,-0.43370831,0.015679345,0.408036739,0.087026406,0.423421355,0.134431981,0.168592634
35701,0.316504536,-0.431231305,0.010093554,-0.280820019,0.027712565,0.375140819,0.150206534,0.377393917,0.113352377,0.168313874
35702,0.313603011,-0.433904841,0.002555372,-0.339956014,0.027724676,0.375140819,0.150206534,0.377393917,0.113400793,0.134001778
35801,0.245919922,-0.135116122,0.026722417,-0.089619631,0.018505397,0.419049228,0.141150894,0.39650409,0.112995831,0.128561668
35802,0.159505424,-0.372443546,0.038728109,-0.337360084,0.026286268,0.326354172,0.19300652,0.369083957,0.081728089,0.06729982
35803,0.204612665,-0.59851495,0.007529852,-0.504780002,0.027633331,0.300942476,0.182320442,0.374065648,0.086638936,0.071366009
35901,0.27850107,-0.317578665,0.072274597,0.394608768,0.015818082,0.410735123,0.113768961,0.35705951,0.052186211,0.230983175
35902,0.25670939,-0.184661666,0.050864089,-0.010516096,0.012527482,0.38332672,0.076607685,0.33961739,0.011348764,0.064544691
35903,0.27938439,-0.126066437,0.06109881,-0.154813181,0.010547012,0.372423945,0.061825319,0.332679097,-0.007580347,0.047925141
35904,0.284996234,-0.376118573,0.055133269,0.17181921,0.015821588,0.410735123,0.113768961,0.35705951,0.052200226,0.095157515
35905,0.284761454,-0.374060634,0.055749663,0.179065282,0.015821479,0.410735123,0.113768961,0.35705951,0.052199791,0.097993972
36000,0.25459895,-0.430179657,0.064484409,-0.092967918,0.01280672,0.584671595,0.193821067,0.375226015,0.107952315,0.173355366
36100,0.212081703,-0.163962362,0.021339871,-0.106956614,0.010544106,0.45644055,0.157694663,0.393792682,0.087563297,0.182281366
36200,0.216811433,-0.219694381,0.038219298,-0.019393755,0.014798714,0.450568536,0.202049983,0.37012346,0.071565171,0.087910332
36301,0.233456517,0.14282495,0.004892132,-0.139951679,0.024565146,0.418369405,0.134249396,0.379001276,0.115614524,0.059619552
36302,0.26458303,0.113780574,-0.008672952,-0.123912276,0.021048748,0.439766082,0.09785575,0.378167641,0.108155544,0.051866138
36303,0.177203771,-0.203890736,4.29E-04,0.18421206,0.017776463,0.38698815,0.057888182,0.350030934,0.047120761,0.101118795
36401,0.289358729,-0.599896574,0.009315166,-0.505115826,0.015890404,0.474940441,0.057863333,0.381908712,0.10383938,0.158217026
36402,0.289677939,-0.107389863,0.069362168,-0.093502418,0.010547544,0.372423945,0.061825319,0.332679097,-0.007578219,0.058118374
36403,0.153684027,0.151965775,-0.018571646,-0.259003838,0.027654888,0.395916879,0.172438935,0.379876048,0.121042303,0.039669092
36404,0.160523701,-0.340507522,0.008985355,0.057082457,0.017724652,0.374790522,0.05096216,0.342997406,0.035068999,0.046396229
36501,0.161203958,-0.358352168,0.027898861,-0.312811387,0.021865636,0.377042642,0.174739079,0.363902067,0.072671698,0.054014543
36502,0.124698593,-0.367622326,0.030818769,-0.356398336,0.023085344,0.348989899,0.202525253,0.364646465,0.069354438,0.042586561
36503,0.127790265,-0.362983249,0.034818578,-0.339026151,0.023085268,0.348989899,0.202525253,0.364646465,0.069354134,0.047969652
36600,0.192667512,-0.579392443,0.05366046,-0.214565953,0.015396968,0.420466796,0.131235875,0.381517499,0.082810192,0.106784939
36700,0.016175661,-0.581351707,0.020280436,-0.410256785,0.013919349,0.486055665,0.184054987,0.390959695,0.104677146,0.052346503
36800,0.095510074,-0.533968493,0.024253641,-0.252770522,0.012478908,0.384662316,0.203817752,0.380978223,0.057181297,0.059174497
36901,0.127948997,-0.338129648,0.026364817,-0.351851854,0.021031129,0.354082115,0.215095648,0.377728144,0.078246671,0.041370228
36902,0.053314654,-0.33287156,0.019536578,-0.201606201,0.008957694,0.329592304,0.265689418,0.366926248,0.007439814,0.018101096
37000,0.284108044,-0.117484146,0.023076101,-0.362575892,0.031741671,0.351413599,0.189007824,0.398557361,0.147330966,0.355021478
37100,0.236040772,0.301412022,0.002549699,-0.264953473,0.03586719,0.370778084,0.079184388,0.386164623,0.158784483,0.432677651
37200,0.24846514,0.047413783,0.006930505,-0.330806833,0.03830516,0.391830987,0.129807656,0.4040809,0.194416289,0.396192364
37300,0.246567439,-0.232991908,0.044072926,-0.096740417,0.029273717,0.434691943,0.109194313,0.397345972,0.162907378,0.170818269
37400,0.282918946,-0.114818764,0.016258614,-0.21198342,0.02224593,0.478058778,0.10092295,0.421212926,0.176979817,0.337848352
37500,0.369850772,0.393859572,-0.004541513,-0.36437186,0.022887657,0.522621682,0.306337264,0.421254749,0.182932737,0.403864563
37601,0.292166585,0.017811272,0.014843213,-0.43103448,0.017762073,0.342393002,0.071227741,0.394564199,0.089218546,0.172749033
37602,0.287193783,0.001912729,0.009344486,-0.496678368,0.017764121,0.342393002,0.071227741,0.394564199,0.089226736,0.145935331
37603,0.276393082,-0.576748166,-0.00715074,-0.404710446,0.018414898,0.415709439,0.138474051,0.369093237,0.077795643,0.045567985
37604,0.244649031,0.052600616,0.013613807,-0.048920512,0.016441455,0.407597591,0.078326816,0.428345174,0.143854981,0.249951507
37700,0.313171428,-0.342080942,0.040303044,-0.311163867,0.02032036,0.453172681,0.148662617,0.415291849,0.152814044,0.230039277
37800,0.373013467,0.13192972,4.53E-04,-0.321302387,0.016692065,0.542277754,0.154646637,0.436684228,0.189609435,0.301493398
37901,0.260123731,0.008053098,0.024946732,-0.170488584,0.02134942,0.3401369,0.045983259,0.418994242,0.134374326,0.864755902
37902,0.254274367,-0.101101113,-0.026788175,-0.906296765,0.017765225,0.342393002,0.071227741,0.394564199,0.08923115,0.041353172
37903,0.33638394,-0.283831367,0.017641819,-0.361457064,0.015385062,0.41697417,0.100092251,0.376845018,0.07737403,0.036510948
38000,0.349613776,-0.11499999,0.009585987,-0.280449061,0.026383879,0.490651127,0.15936154,0.412085128,0.18311793,0.350282635
38100,0.171897897,0.019245992,-0.007547404,-0.927559228,0.039938373,0.356843961,0.123180059,0.388358719,0.171905341,0.618415167
38200,0.333049592,0.117375818,0.014933479,-0.265450395,0.026876022,0.533762386,0.143017673,0.416487895,0.20338339,0.226373281
38300,0.263730566,0.231095224,0.003271314,-0.457720084,0.028064257,0.460360879,0.246614374,0.419104703,0.186146064,0.420552166
38401,0.102915576,-0.264413863,0.005923736,-0.275124299,0.015833518,0.413946928,0.169495896,0.379311558,0.078278004,0.031075914
38402,0.123985428,-0.14469019,0.004447465,-0.249652514,0.023058126,0.437053933,0.148980292,0.390681424,0.128674327,0.042941009
38501,0.220539865,-0.092173058,0.047672286,-0.033579461,0.031533619,0.342910102,0.170528267,0.357738647,0.094276154,0.214461751
38502,0.257326665,-0.330245045,0.04014218,-0.210020729,0.022253009,0.378121284,0.121680539,0.395164487,0.115693744,0.18534591
38601,0.115358643,-0.19763372,0.020974912,-0.083530403,0.006914558,0.445237554,0.152806576,0.399938276,0.077754327,0.038636109
38602,0.238847811,-0.229783533,0.039298286,-0.185604407,0.026891379,0.360182689,0.146566372,0.376097618,0.104423788,0.17623504
38700,0.051833046,-0.259130245,0.003169876,-0.241633878,0.005970346,0.341042086,0.287618028,0.369330922,7.17E-04,0.047537727
38801,0.214790402,0.150251954,0.012664067,-0.153069597,0.008626316,0.464884541,0.215552893,0.419390416,0.111452989,0.18927781
38802,0.063962765,-0.392094523,0.024053353,-0.223541841,0.015626786,0.361115099,0.226153758,0.385078635,0.067245721,0.101138202
38901,0.161626747,-0.285618148,0.028198154,-0.143470882,0.011736591,0.451650038,0.2095165,0.408928115,0.107455609,0.113997332
38902,0.115652706,-0.621697014,0.006785485,-0.308296179,0.005650304,0.343811395,0.251473477,0.386247544,0.022825404,0.059646337
39000,0.187125164,-0.088593691,0.012942913,-0.308200143,0.038462849,0.311151424,0.138025974,0.408661086,0.177713112,0.290309561
39100,0.170832705,-0.04210765,0.019840147,-0.184997449,0.025147527,0.434175675,0.144769123,0.383540397,0.127544032,0.173222018
39201,0.126416299,-0.167639116,0.011681847,-0.192526093,0.028082127,0.348484848,0.181818182,0.382575758,0.112365268,0.050957938
39202,0.125364736,-0.170826007,0.010099013,-0.19887874,0.028081175,0.348484848,0.181818182,0.382575758,0.11236146,0.048407925
39203,0.189298115,-0.570932018,0.062219224,0.013968487,0.018240805,0.37262923,0.195611752,0.391223503,0.089918981,0.136106875
39204,0.155580553,-0.299216763,0.013414874,-0.132384837,0.027820862,0.348484848,0.181818182,0.382575758,0.111320832,0.092692892
39205,0.155755439,-0.298866888,0.013687686,-0.131100359,0.027820507,0.348484848,0.181818182,0.382575758,0.111319414,0.09336978
39301,0.260091898,-0.840664209,0.074776398,0.107975998,0.00928114,0.410154525,0.155408389,0.383222958,0.056503276,0.141661129
39302,0.198269455,-0.698568893,0.057665881,-0.076667335,0.005237475,0.428633594,0.19408181,0.411662315,0.079095712,0.170958084
39303,0.022698626,-0.366175186,0.005762513,-0.384804328,0.00232818,0.351312374,0.280934526,0.36313816,-0.018346846,0.05206383
39400,0.239015588,-0.034766315,0.013224443,-0.10445922,0.007810352,0.470906097,0.212289163,0.408724625,0.096789854,0.205001775
